Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2542","Sugar (Raw Equivalent)","2018","2018","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2542","Sugar (Raw Equivalent)","2019","2019","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2543","Sweeteners, Other","2014","2014","1000 tonnes","220","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2543","Sweeteners, Other","2015","2015","1000 tonnes","221","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2543","Sweeteners, Other","2016","2016","1000 tonnes","222","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2543","Sweeteners, Other","2017","2017","1000 tonnes","264","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2543","Sweeteners, Other","2018","2018","1000 tonnes","509","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2543","Sweeteners, Other","2019","2019","1000 tonnes","542","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2014","2014","kg","3.36","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2015","2015","kg","3.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2016","2016","kg","3.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2017","2017","kg","3.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2018","2018","kg","7.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2543","Sweeteners, Other","2019","2019","kg","8.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2014","2014","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2015","2015","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2016","2016","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2017","2017","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2018","2018","kcal/capita/day","12","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2543","Sweeteners, Other","2019","2019","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2543","Sweeteners, Other","2014","2014","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2543","Sweeteners, Other","2015","2015","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2543","Sweeteners, Other","2016","2016","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2543","Sweeteners, Other","2017","2017","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2543","Sweeteners, Other","2018","2018","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2543","Sweeteners, Other","2019","2019","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2543","Sweeteners, Other","2014","2014","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2543","Sweeteners, Other","2015","2015","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2543","Sweeteners, Other","2016","2016","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2543","Sweeteners, Other","2017","2017","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2543","Sweeteners, Other","2018","2018","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2543","Sweeteners, Other","2019","2019","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2745","Honey","2014","2014","1000 tonnes","40","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2745","Honey","2015","2015","1000 tonnes","40","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2745","Honey","2016","2016","1000 tonnes","40","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2745","Honey","2017","2017","1000 tonnes","41","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2745","Honey","2018","2018","1000 tonnes","41","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2745","Honey","2019","2019","1000 tonnes","41","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2745","Honey","2014","2014","kg","0.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2745","Honey","2015","2015","kg","0.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2745","Honey","2016","2016","kg","0.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2745","Honey","2017","2017","kg","0.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2745","Honey","2018","2018","kg","0.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2745","Honey","2019","2019","kg","0.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2745","Honey","2014","2014","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2745","Honey","2015","2015","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2745","Honey","2016","2016","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2745","Honey","2017","2017","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2745","Honey","2018","2018","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2745","Honey","2019","2019","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2745","Honey","2014","2014","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2745","Honey","2015","2015","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2745","Honey","2016","2016","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2745","Honey","2017","2017","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2745","Honey","2018","2018","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2745","Honey","2019","2019","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2745","Honey","2014","2014","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2745","Honey","2015","2015","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2745","Honey","2016","2016","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2745","Honey","2017","2017","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2745","Honey","2018","2018","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2745","Honey","2019","2019","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2546","Beans","2014","2014","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2546","Beans","2015","2015","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2546","Beans","2016","2016","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2546","Beans","2017","2017","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2546","Beans","2018","2018","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2546","Beans","2019","2019","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2546","Beans","2014","2014","kg","0.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2546","Beans","2015","2015","kg","0.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2546","Beans","2016","2016","kg","0.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2546","Beans","2017","2017","kg","0.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2546","Beans","2018","2018","kg","0.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2546","Beans","2019","2019","kg","0.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2546","Beans","2014","2014","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2546","Beans","2015","2015","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2546","Beans","2016","2016","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2546","Beans","2017","2017","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2546","Beans","2018","2018","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2546","Beans","2019","2019","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2546","Beans","2014","2014","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2546","Beans","2015","2015","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2546","Beans","2016","2016","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2546","Beans","2017","2017","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2546","Beans","2018","2018","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2546","Beans","2019","2019","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2546","Beans","2014","2014","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2546","Beans","2015","2015","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2546","Beans","2016","2016","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2546","Beans","2017","2017","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2546","Beans","2018","2018","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2546","Beans","2019","2019","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2547","Peas","2014","2014","1000 tonnes","100","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2547","Peas","2015","2015","1000 tonnes","101","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2547","Peas","2016","2016","1000 tonnes","101","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2547","Peas","2017","2017","1000 tonnes","102","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2547","Peas","2018","2018","1000 tonnes","103","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2547","Peas","2019","2019","1000 tonnes","104","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2547","Peas","2014","2014","kg","1.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2547","Peas","2015","2015","kg","1.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2547","Peas","2016","2016","kg","1.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2547","Peas","2017","2017","kg","1.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2547","Peas","2018","2018","kg","1.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2547","Peas","2019","2019","kg","1.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2547","Peas","2014","2014","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2547","Peas","2015","2015","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2547","Peas","2016","2016","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2547","Peas","2017","2017","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2547","Peas","2018","2018","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2547","Peas","2019","2019","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2547","Peas","2014","2014","g/capita/day","0.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2547","Peas","2015","2015","g/capita/day","0.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2547","Peas","2016","2016","g/capita/day","0.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2547","Peas","2017","2017","g/capita/day","0.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2547","Peas","2018","2018","g/capita/day","0.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2547","Peas","2019","2019","g/capita/day","0.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2547","Peas","2014","2014","g/capita/day","0.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2547","Peas","2015","2015","g/capita/day","0.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2547","Peas","2016","2016","g/capita/day","0.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2547","Peas","2017","2017","g/capita/day","0.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2547","Peas","2018","2018","g/capita/day","0.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2547","Peas","2019","2019","g/capita/day","0.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2549","Pulses, Other and products","2014","2014","1000 tonnes","88","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2549","Pulses, Other and products","2015","2015","1000 tonnes","86","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2549","Pulses, Other and products","2016","2016","1000 tonnes","85","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2549","Pulses, Other and products","2017","2017","1000 tonnes","89","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2549","Pulses, Other and products","2018","2018","1000 tonnes","90","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","5142","Food","2549","Pulses, Other and products","2019","2019","1000 tonnes","91","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2014","2014","kg","1.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2015","2015","kg","1.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2016","2016","kg","1.29","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2017","2017","kg","1.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2018","2018","kg","1.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","645","Food supply quantity (kg/capita/yr)","2549","Pulses, Other and products","2019","2019","kg","1.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2014","2014","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2015","2015","kcal/capita/day","12","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2016","2016","kcal/capita/day","12","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2017","2017","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2018","2018","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","2549","Pulses, Other and products","2019","2019","kcal/capita/day","13","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2549","Pulses, Other and products","2014","2014","g/capita/day","0.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2549","Pulses, Other and products","2015","2015","g/capita/day","0.8","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2549","Pulses, Other and products","2016","2016","g/capita/day","0.79","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2549","Pulses, Other and products","2017","2017","g/capita/day","0.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2549","Pulses, Other and products","2018","2018","g/capita/day","0.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","674","Protein supply quantity (g/capita/day)","2549","Pulses, Other and products","2019","2019","g/capita/day","0.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2549","Pulses, Other and products","2014","2014","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2549","Pulses, Other and products","2015","2015","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2549","Pulses, Other and products","2016","2016","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","229","United Kingdom of Great Britain and Northern Ireland","684","Fat supply quantity (g/capita/day)","2549","Pulses, Other and products","2017","2017","g/capita/day","0.09","Fc","Calculated data"
